confirmationNo,Latitude,Longitude,formattedAddress,Original FSA,New FSA
1303937,49.8789003,-97.2022305,"1099 Grant #411, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1303968,49.9725444,-98.2705179,"50 14 Street Northeast, Portage la Prairie, MB R1A 1R5, Canada",R1A,R1N
1304391,49.9437506,-97.1223941,"1050 Powers Street #105, Winnipeg, MB R3L 0M6, Canada",R3L,R2V
1304392,49.9437506,-97.1223941,"1050 Powers Street #105, Winnipeg, MB R3L 0M6, Canada",R3L,R2V
1304602,49.6081992,-97.0385607,"225 2 Street North, Niverville, MB R0E 1A0, Canada",R0E,R0A
1304627,49.8840202,-97.1129168,"372 Enfield Crescent, Winnipeg, MB R3L 2B8, Canada",R3L,R2H
1304724,49.8785925,-97.2726993,"2727 Portage Avenue, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1304740,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1304888,49.8162261,-99.6442218,"Shilo Road L-107, Shilo, MB R0K 2A0, Canada",R0K,R7A
1304894,49.9183004,-97.2119707,"2055 Notre Dame Avenue Hm20, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1304951,49.9166676,-97.1113928,"185 Harbison Avenue West, Winnipeg, MB R2L 0A3, Canada",R2L,R2K
1305561,49.9450161,-97.1109416,"2021 Main Street, Winnipeg, MB R2V 2B9, Canada",R2V,R2G
1305637,49.8561617,-97.2834542,"530 Dieppe Road, Winnipeg, MB R2R 1C4, Canada",R2R,R3R
1305684,49.905638,-97.077592,"714 Keenleyside Street #15, Winnipeg, MB R2K 4A1, Canada",R2K,R2L
1305895,49.9212846,-97.2021687,"1935 Ross Avenue West, Winnipeg, MB R2X 0A2, Canada",R2X,R2R
1306599,49.8244116,-97.1537963,"1793 Pembina Highway #203, Winnipeg, MB R3P 2H8, Canada",R3P,R3T
1306724,49.8162261,-99.6442218,"Shilo Road L-105, Shilo, MB R0K 2A0, Canada",R0K,R7A
1307701,49.8247016,-97.1801733,"1455 Waverley Street #6, Winnipeg, MB R3T 5Y6, Canada",R3T,R3Y
1307784,49.8160847,-97.1507719,"2080 Pembina Highway #406, Winnipeg, MB R3M 2G9, Canada",R3M,R3T
1307862,49.8923607,-97.2098607,"585 Berry Street, Winnipeg, MB R3C 0G8, Canada",R3C,R3H
1308013,49.9406948,-97.0856201,"271 Edison Avenue #23, Winnipeg, MB R3G 3J4, Canada",R3G,R2G
1308016,49.9406948,-97.0856201,"271 Edison Avenue #20, Winnipeg, MB R3G 3J4, Canada",R3G,R2G
1308026,49.8443769,-99.8947806,"452 33 Street East, Brandon, MB R7B 3J8, Canada",R7B,R7A
1308235,49.8113314,-97.1345356,"144 Dysart Road Office 141B, Winnipeg, MB R2J 4A8, Canada",R2J,R3T
1308400,49.890276,-97.2675663,"161 Strauss Drive #14, Winnipeg, MB R3C 1T1, Canada",R3C,R3J
1308476,53.7266683,-127.6476205,"Selkirk Generating Station, 9527 W 0K2, Selkirk, BC R1A 0Z3, Canada",R1A,
1309570,49.916455,-97.2119638,"2255 Notre Dame Avenue Hm20, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1309615,49.8923891,-97.1011404,"552 Plinguet Street, Winnipeg, MB R2V 4Y2, Canada",R2V,R2J
1309952,49.8104897,-97.1362524,"92 Dysart Road, Winnipeg, MB R5G 2N2, Canada",R5G,R3T
1309988,49.8789003,-97.2022305,"595 River, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1309994,49.8908755,-97.1788537,"969 Saint Matthews Avenue, Winnipeg, MB R3E 3H4, Canada",R3E,R3G
1310415,49.8923607,-97.2098607,"585 Berry Street, Winnipeg, MB R3C 0G8, Canada",R3C,R3H
1310473,49.9002409,-97.1527899,"56 Juno Street, Winnipeg, MB R3E 0N4, Canada",R3E,R3A
1310821,49.9301739,-97.0134343,"488 Walker Street, Winnipeg, MB R2V 4Y2, Canada",R2V,R2C
1310881,49.8885006,-97.1704304,"361 Burnell Street, Winnipeg, MB R3T 2H2, Canada",R3T,R3G
1311046,49.8112535,-97.133417,"Machray Hall, 186 Dysart Road, Winnipeg, MB R3B 0S8, Canada",R3B,R3T
1311100,49.9261667,-97.1192919,"117 Inkster Boulevard, Winnipeg, MB R3B 0B3, Canada",R3B,R2W
1312280,49.8847646,-97.2804081,"700 Setter Street, Winnipeg, MB R3J 0N9, Canada",R3J,R2Y
1312281,49.9248675,-97.0903662,"770 Watt Street Ph5, Winnipeg, MB R3J 0N9, Canada",R3J,R2K
1312324,49.9164668,-97.1108433,"199 Harbison Avenue West, Winnipeg, MB R2L 0A3, Canada",R2L,R2K
1312750,49.8624188,-97.1575981,"910 Scotland Avenue, Winnipeg, MB R3C 0G8, Canada",R3C,R3M
1313019,49.8863585,-97.1443862,"386 Broadway, Winnipeg, MB R3G 2T9, Canada",R3G,R3C
1313064,49.9220641,-97.195008,"205 Keewatin Street #20, Winnipeg, MB R2R 0Z5, Canada",R2R,R3E
1313420,49.8070392,-97.1316393,"34 Maclean Crescent, Winnipeg, MB R2J 2N1, Canada",R2J,R3T
1313887,49.9447175,-97.2039688,"195 Kinver Avenue, Winnipeg, MB R3M 0K5, Canada",R3M,R2R
1314016,49.8947743,-97.1651985,"690 Beverley Street, Winnipeg, MB R3M 3E3, Canada",R3M,R3G
1314027,49.8493226,-97.0999833,"350 Saint Anne's Road, Winnipeg, MB R2J 1B5, Canada",R2J,R2M
1314090,49.8975419,-97.1801818,"999 Sargent Avenue, Winnipeg, MB R3E 3K6, Canada",R3E,R3G
1314225,49.9220641,-97.195008,"205 Keewatin Street #20, Winnipeg, MB R2R 0Z5, Canada",R2R,R3E
1314233,49.8655228,-97.1092666,"25 Dunraven Avenue, Winnipeg, MB R3C 0G8, Canada",R3C,R2M
1314331,49.889451,-97.1481942,"Winnipeg Clinic, Saint Mary Avenue, Winnipeg, MB R0E 1J0, Canada",R0E,R3C
1314811,49.8815531,-97.1598487,"96 Sherbrook Street, Winnipeg, MB R3C 2B3, Canada",R3C,R3G
1314871,49.9220641,-97.195008,"205 Keewatin Street #20, Winnipeg, MB R2R 0Z5, Canada",R2R,R3E
1315142,49.9552817,-97.1488958,"Staff Room, 2300 McPhillips Street 21C15 21C19, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1315505,49.890293,-97.0433295,"95 Bournais Drive, Winnipeg, MB R3C 3Z2, Canada",R3C,R2C
1315955,49.7690419,-97.1718065,"237 Laurent Drive, Winnipeg, MB R2X 1G4, Canada",R2X,R3V
1316050,49.8795355,-97.1690273,"78 Home Street, Winnipeg, MB R3C 2B9, Canada",R3C,R3G
1316083,49.8975419,-97.1801818,"999 Sargent Avenue, Winnipeg, MB R3E 3K6, Canada",R3E,R3G
1316166,49.8203617,-97.2250216,"1961 McCreary Road, Winnipeg, MB R3Y 1S9, Canada",R3Y,R3P
1316377,49.9001917,-97.1628016,"691 Wellington Avenue, Winnipeg, MB R3G 1C3, Canada",R3G,R3E
1316378,49.880693,-97.1600786,"62 Sherbrook Avenue, Winnipeg, MB R3C 2B3, Canada",R3C,R3G
1316413,49.8842733,-97.1836132,"1181 Portage Avenue, Winnipeg, MB R2V 4Y2, Canada",R2V,R3G
1316448,49.1922753,-98.114271,"Menzies Medical Centre, Morden, MB R2V 4Y2, Canada",R2V,R6M
1316490,49.853271,-97.1729129,"75 Poseidon Bay, Winnipeg, MB R2J4A8, Canada",R2J,R3M
1316570,49.8987952,-97.2237493,"2020 Sargent Avenue, Winnipeg, MB R3H 0Z7, Canada",R3H,R3J
1316834,49.9143256,-97.1343651,"267 Manitoba Avenue, Winnipeg, MB R3B 0B3, Canada",R3B,R2W
1316877,49.9211369,-97.1422345,"523 Redwood Avenue Suite 1, Winnipeg, MB R3W 1S7, Canada",R3W,R2W
1317461,49.8825361,-97.1363416,"190 River Avenue, Winnipeg, MB R2M 5C4, Canada",R2M,R3L
1317773,49.9051089,-97.2172874,"3899 Saskatchewan Avenue, Winnipeg, MB R3C 0G8, Canada",R3C,R3J
1317814,49.8919367,-97.1475885,"394 Portage Avenue, Winnipeg, MB R3B 0C7, Canada",R3B,R3C
1318263,49.892102,-97.1038966,"307 Archibald Street, Winnipeg, MB R2J 0W6, Canada",R2J,R2H
1318575,49.8789003,-97.2022305,"1099 Grant #311, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1318689,49.8697838,-97.1998248,"319 Beaverbrook Street, Winnipeg, MB R3M 1N9, Canada",R3M,R3N
1318799,49.8790355,-97.1602666,"99 Cornish Avenue, Winnipeg, MB R3C 1A2, Canada",R3C,R3G
1318822,49.9590476,-97.1433954,"2536 McPhillips Street, Winnipeg, MB R2V 4J8, Canada",R2V,R2P
1318842,49.8109062,-97.1338437,"30B Sifton Road, Winnipeg, MB R5G 1L3, Canada",R5G,R3T
1319022,49.8941054,-97.1957952,"1 Empress Street, Winnipeg, MB R3C 0G8, Canada",R3C,R3G
1319202,49.9046133,-97.1592896,"Health Science Centre, Sherbrook Street, Winnipeg, MB R3C 1L8, Canada",R3C,R3E
1319478,51.1605296,-100.0693251,"257 Industrial Road, Dauphin, MB R0L 2B0, Canada",R0L,R7N
1320109,49.9992891,-96.8933874,"Correctional Centre, Headingley, MB R0E 1J0, Canada",R0E,R2C
1320270,49.8921471,-97.1229151,"169 Provencher Boulevard, Winnipeg, MB R3B 0A9, Canada",R3B,R2H
1320300,49.8620098,-97.189681,"480 Cordova Street, Winnipeg, MB R3A 1N7, Canada",R3A,R3N
1320471,49.8185492,-97.1159479,"730 River Road #32, Winnipeg, MB R2M 4A2, Canada",R2M,R2N
1321102,49.8801807,-97.160579,"690 Wolseley Avenue, Winnipeg, MB R3C 2A2, Canada",R3C,R3G
1321112,49.8430113,-97.0891502,"25 Marlene Street #4, Winnipeg, MB R2X 0A2, Canada",R2X,R2M
1321341,49.9183004,-97.2119707,"2055 Notre Dame Avenue, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1321626,49.9452958,-97.2526103,"63154 Klimpke Road, Winnipeg, MB R0H 1E0, Canada",R0H,R3C
1321670,49.8790355,-97.1602666,"99 Cornish Avenue, Winnipeg, MB R3C 1A2, Canada",R3C,R3G
1321675,49.9057741,-97.2231736,"2000 Wellington Avenue, Winnipeg, MB R3H 1C2, Canada",R3H,R3J
1322200,49.9138098,-97.0619441,"1133 Kimberly Avenue #102, Winnipeg, MB R3K 2G8, Canada",R3K,R2K
1322239,49.8380213,-97.1543836,"279 Hudson Street, Winnipeg, MB R3G 2V4, Canada",R3G,R3T
1322266,49.7192752,-97.1682444,"4403 Waverley Street, La Salle, MB R0G 0A1, Canada",R0G,R5A
1323064,50.1557041,-96.8762278,"605 Mercy Street North, Selkirk, MB R0C 0P0, Canada",R0C,R1A
1323324,49.8797453,-97.0984685,"587 Tremblay Street, Winnipeg, MB R2J 0N7, Canada",R2J,R2H
1323400,49.9183004,-97.2119707,"2055 Notre Dame Avenue Hm20, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1323405,49.7859882,-97.1580466,"2945 Pembina Highway, Winnipeg, MB R3R 0E5, Canada",R3R,R3T
1323696,49.8789003,-97.2022305,"165 Main St #306, Selkirk, MB R3G 3J4, Canada",R3G,R3J
1323737,49.8790355,-97.1602666,"99 Cornish Avenue, Winnipeg, MB R3C 1A2, Canada",R3C,R3G
1323792,49.8264942,-97.150717,"1750 Pembina Highway #324, Winnipeg, MB R3L 0H3, Canada",R3L,R3T
1323808,49.8208771,-97.1820175,"1539 Waverley Street, Winnipeg, MB R3T 4V7, Canada",R3T,R3Y
1323878,49.8655288,-99.930602,"375 Veteran's Way, Brandon, MB R7C 0B1, Canada",R7C,R7A
1324011,49.9661717,-98.7781945,"Macgregor Elementary School, MacGregor, MB R3G 0R3, Canada",R3G,R0H
1324124,49.8741759,-97.1731055,"828 Wellington Crescent, Winnipeg, MB R3H 3H0, Canada",R3H,R3M
1324516,49.8952633,-97.3114075,"170 Lumsden Avenue Unit 38 And 39, Winnipeg, MB R2K 2K5, Canada",R2K,R2Y
1324524,53.183982,-99.2675215,"Generating Station, Grand Rapids, MB R2J 4A8, Canada",R2J,R0C
1324644,49.923172,-97.1018689,"1010 Brazier Street #211, Winnipeg, MB R3T 0P3, Canada",R3T,R2K
1324958,49.8379174,-97.1567518,"1134 Waller Avenue, Winnipeg, MB R3M 2X7, Canada",R3M,R3T
1325342,49.8816653,-97.2493045,"339 Strathmillan Road, Winnipeg, MB R2J 2V6, Canada",R2J,R3J
1325565,49.8699404,-97.1479991,"617 Mulvey Avenue, Winnipeg, MB R3M 1G1, Canada",R3M,R3L
1325710,49.8516426,-97.1846252,"913 Ash Street, Winnipeg, MB R3N 0S1, Canada",R3N,R3P
1325774,49.8764964,-97.1515408,"99 Wellington Crescent, Winnipeg, MB R3L 0H2, Canada",R3L,R3M
1325868,49.9213331,-97.1527377,"726 Burrows Avenue, Winnipeg, MB R2R 1H5, Canada",R2R,R2W
1326515,49.8746239,-97.1872626,"136 Brock Street, Winnipeg, MB R3B 0B3, Canada",R3B,R3N
1327362,49.7859882,-97.1580466,"2945 Pembina Highway, Winnipeg, MB R3J 0N9, Canada",R3J,R3T
1327613,50.0931179,-99.9209633,"110074 Road 74 North, Rapid City, MB R0K 1W0, Canada",R0K,R0J
1327850,49.9133532,-97.1356632,"286 Pritchard Avenue, Winnipeg, MB R2X 0J3, Canada",R2X,R2W
1327863,49.9992891,-96.8933874,"Correctional Facility, Headingley, MB R0E 1J0, Canada",R0E,R2C
1328093,49.8469392,-97.0981336,"410 Saint Anne's Road, Winnipeg, MB R3G 3T4, Canada",R3G,R2M
1328095,49.8469392,-97.0981336,"410 Saint Anne's Road, Winnipeg, MB R3T 3G4, Canada",R3T,R2M
1328221,49.8845982,-97.1782045,"1071 Portage Avenue, Winnipeg, MB R3J 0P7, Canada",R3J,R3G
1328661,49.8790355,-97.1602666,"99 Cornish Avenue, Winnipeg, MB R3C 1A2, Canada",R3C,R3G
1329034,49.8507116,-97.011528,"Cn, Loading Dock, Symington Road, Winnipeg, MB R2J 0T8, Canada",R2J,R2C
1329038,53.168656,-99.290179,"Hydro -  Hatchery, Hybord Avenue, Grand Rapids, MB R5R 0C1, Canada",R5R,R0C
1329222,49.8901853,-97.0237473,"1199 Plessis Road, Winnipeg, MB R2J 4A8, Canada",R2J,R2C
1329233,49.8389007,-97.156486,"58 Beaumont Bay, Winnipeg, MB R3P 1J2, Canada",R3P,R3T
1329272,49.9494508,-97.1682921,"1174 Jefferson Avenue, Winnipeg, MB R3B 2A7, Canada",R3B,R2P
1329360,49.8208771,-97.1820175,"1539 Waverley Street, Winnipeg, MB R3T 4V7, Canada",R3T,R3Y
1329465,49.8072142,-97.1378001,"Joyce Fromson Pool, Winnipeg, MB R3E 1B4, Canada",R3E,R3T
1329480,49.88468,-97.1770017,"1041 Portage Avenue, Winnipeg, MB R4H 1C6, Canada",R4H,R3G
1329481,49.8461563,-97.1793893,"60 Hurst Way, Winnipeg, MB R3T 6C3, Canada",R3T,R3P
1329557,49.8166692,-99.6475104,"Shilo Road L-102, Shilo, MB R0K 2A0, Canada",R0K,R7A
1330205,49.8964401,-97.2099958,"Po Box 874, 660 Berry Street, Winnipeg, MB R3C 3S4, Canada",R3C,R3H
1330463,49.8741734,-97.1867475,"121 Queenston Street, Winnipeg, MB R2R 1G1, Canada",R2R,R3N
1330516,49.8433209,-97.1425227,"38 Ruttan Bay, Winnipeg, MB R3C 2Y5, Canada",R3C,R3T
1330553,49.919776,-97.0971624,"477 Trent Avenue, Winnipeg, MB R3T 2P2, Canada",R3T,R2K
1331198,49.8512239,-97.1438368,"391 Kingston Crescent, Winnipeg, MB R0C 2Z0, Canada",R0C,R2M
1331534,49.8821074,-97.2846856,"151 Greenway Crescent East #105, Winnipeg, MB R2M 2T4, Canada",R2M,R2Y
1331535,49.8821074,-97.2846856,"151 Greenway Crescent East #105, Winnipeg, MB R2M 2T4, Canada",R2M,R2Y
1331595,49.9225301,-97.1586209,"858 Magnus Avenue, Winnipeg, MB R2W 2B9, Canada",R2W,R2X
1331624,49.8757654,-97.1798783,"988 Wellington Crescent, Winnipeg, MB R3M 0C9, Canada",R3M,R3N
1331802,49.897404,-97.186927,"734 Spruce Street, Winnipeg, MB R3T 2P2, Canada",R3T,R3E
1332281,49.9419699,-97.1652558,"1377 Fife Street, Winnipeg, MB R3C 0G8, Canada",R3C,R2X
1332369,49.8958149,-97.1590594,"600 Sargent Avenue, Winnipeg, MB R3E 0A1, Canada",R3E,R3G
1332377,49.9048127,-97.1618157,"780 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1332421,49.9133936,-97.1048327,"362 Martin Avenue West, Winnipeg, MB R3T 2P2, Canada",R3T,R2L
1332450,49.9233892,-97.0921254,"480 Kimberly Avenue, Winnipeg, MB R3B 1J1, Canada",R3B,R2K
1332453,49.8987952,-97.2237493,"2020 Sargent Avenue, Winnipeg, MB R3H 0Z7, Canada",R3H,R3J
1332643,49.9165936,-97.2189615,"3001 Notre Dame Avenue, Winnipeg, MB R3H 1B8, Canada",R3H,R2R
1332695,49.9450161,-97.1109416,"2021 Main Street, Winnipeg, MB R2V 2B9, Canada",R2V,R2G
1332730,49.8665329,-97.1793217,"411 Montrose Street, Winnipeg, MB R3M 3M2, Canada",R3M,R3N
1333389,49.836503,-97.1529678,"1044 Howard Avenue, Winnipeg, MB R3P 1C1, Canada",R3P,R3T
1333741,49.8912767,-97.1392939,"295 Garry Street, Winnipeg, MB R3H 0N1, Canada",R3H,R3C
1333746,49.8964401,-97.2099958,"Po Box 874, 660 Berry Street, Winnipeg, MB R3C 3S4, Canada",R3C,R3H
1333819,49.882263,-97.277446,"Grace Hospitial, Booth Drive, Winnipeg, MB R3Y 1G4, Canada",R3Y,R3J
1334116,49.880265,-97.271524,"200 Ronald Street #801, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1334172,49.8787254,-97.152558,"246 Roslyn Road, Winnipeg, MB R2M 2T4, Canada",R2M,R3L
1334855,50.2836586,-95.992914,"8 Riverland Road North, Lac du Bonnet, MB R2X 2V7, Canada",R2X,R0E
1335467,49.9059135,-97.0776903,"394 Keenleyside Street #24, Winnipeg, MB R2L 3B8, Canada",R2L,R2K
1335508,49.8706026,-97.2467168,"700 Assiniboine Park Drive, Winnipeg, MB R3P 2N9, Canada",R3P,R3N
1335888,49.8639972,-97.0742656,"985 Winakwa Road #202, Winnipeg, MB R3T 5K1, Canada",R3T,R2J
1336149,49.8502605,-97.2568775,"747 Elmhurst Road, Winnipeg, MB R2R 0V3, Canada",R2R,R3R
1336245,49.8093942,-97.1344793,"65 Chancellors Circle, Winnipeg, MB R3R 2N2, Canada",R3R,R3T
1336359,49.895768,-97.1392424,"161 Portage Avenue, Winnipeg, MB R2B 2L6, Canada",R2B,R3B
1336499,49.8746729,-97.2578298,"2510 Portage Avenue #416, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1336506,49.880265,-97.271524,"234 Ronald Street #604, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1336508,49.8746729,-97.2578298,"2510 Portage Avenue #420, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1336965,53.183982,-99.2675215,"Fish Hatchery, Grand Rapids, MB R5R 0C1, Canada",R5R,R0C
1337122,49.9731127,-98.2924804,"Voyageur Place Bldg.78, Southport, MB R3B 0N8, Canada",R3B,R1N
1337533,49.8093942,-97.1344793,"University Centre, L500, Winnipeg, MB R3E 2S4, Canada",R3E,R3T
1338080,49.9909,-97.036699,"Robert Andrews School, Manlius Street, Winnipeg, MB R2G 3S7, Canada",R2G,R2E
1338566,49.9145245,-97.1762639,"1222 Alexander Avenue, Winnipeg, MB R2X 0C9, Canada",R2X,R3E
1338679,49.9583591,-97.1757637,"1520 Jefferson Avenue, Winnipeg, MB R3T 2N6, Canada",R3T,R2P
1338698,49.875917,-97.2640018,"2575 Portage Avenue, Winnipeg, MB R3G 0P4, Canada",R3G,R3J
1338937,49.8950591,-97.1403564,"227 Portage Avenue, Winnipeg, MB R3J 0R2, Canada",R3J,R3B
1338940,53.183982,-99.2675215,"Fish Hatchery - Mb Hydro, Grand Rapids, MB R5R 0C1, Canada",R5R,R0C
1339297,49.8678409,-97.1366073,"60 Osborne Street, Winnipeg, MB R3H 0N1, Canada",R3H,R3L
1339298,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1339541,49.8690381,-97.2104999,"215 Edgeland Boulevard #16, Winnipeg, MB R3N 1X7, Canada",R3N,R3P
1339702,49.8496514,-97.1999792,"1710 Taylor Avenue Unit 204, Winnipeg, MB R2X 2R7, Canada",R2X,R3N
1339797,49.8633429,-97.0283557,"560 Plessis Road, Winnipeg, MB R2C 2Z4, Canada",R2C,R2J
1340074,49.8457899,-99.9421907,"250 3rd Street, Brandon, MB R7B 3B9, Canada",R7B,R7A
1340421,49.9430752,-97.1322164,"524 Semple Avenue, Winnipeg, MB R3V 1C8, Canada",R3V,R2V
1340672,53.8182989,-101.2428986,"28 Tremauden Avenue, The Pas, MB R8A 1R2, Canada",R8A,R9A
1340906,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1341399,49.8573477,-97.2053304,"3519 Grant Avenue #221, Winnipeg, MB R3M 2A6, Canada",R3M,R3N
1341405,49.8171812,-99.6471977,"Shilo Road M-101, Shilo, MB R0K 2A0, Canada",R0K,R7A
1341527,49.8171812,-99.6471977,"Shilo Road M-101, Shilo, MB R0K 2A0, Canada",R0K,R7A
1341531,49.8859503,-97.1551796,"195 Young Street Suite 902, Winnipeg, MB R3B 2H8, Canada",R3B,R3C
1341878,49.9043777,-97.1381923,"300 Princess Street, Winnipeg, MB R3B 1M3, Canada",R3B,R3A
1341998,49.8785925,-97.2726993,"Parking Garage, 2727 Portage Avenue, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1342379,49.8822538,-97.1360816,"200 River Avenue, Winnipeg, MB R3V 0B2, Canada",R3V,R3L
1342440,49.8766049,-97.1789981,"1015 Wellington Crescent, Winnipeg, MB R3M 0A7, Canada",R3M,R3N
1342511,49.880265,-97.271524,"234 Ronald Street #308, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1342664,49.8252133,-99.9642089,"1570 18th Street, Brandon, MB R7A 5C5, Canada",R7A,R7B
1343117,49.8678409,-97.1366073,"60 Osborne Street, Winnipeg, MB R3H 0N1, Canada",R3H,R3L
1343170,49.8955099,-97.0316934,"995 Regent Avenue West, Winnipeg, MB R3C 5E9, Canada",R3C,R2C
1343281,49.8746729,-97.2578298,"2510 Portage Avenue, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1343287,50.0621219,-97.2169948,"Stony Mountain, MB R0C 3A0, Canada",R0C,R3C
1343510,49.8171812,-99.6471977,"Shilo Road M-101, Shilo, MB R0K 2A0, Canada",R0K,R7A
1343667,49.8889861,-97.1596569,"320 Sherbrook Street, Winnipeg, MB R3E 2T1, Canada",R3E,R3B
1343797,49.8769445,-97.239445,"2181 Portage Avenue, Winnipeg, MB R3L 0L7, Canada",R3L,R3J
1344391,49.8785925,-97.2726993,"2727 Portage Avenue, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1344774,49.9043777,-97.1381923,"300 Princess Street, Winnipeg, MB R3B 1M3, Canada",R3B,R3A
1344777,49.9043777,-97.1381923,"300 Princess Street, Winnipeg, MB R3B 1M3, Canada",R3B,R3A
1344962,49.8836448,-97.2090237,"320 King Edward Street North, Winnipeg, MB R2C 2H8, Canada",R2C,R3J
1344968,49.8779659,-97.1204949,"209 Kenny Street, Winnipeg, MB R0A 0Y0, Canada",R0A,R2H
1345000,49.8804875,-97.2034002,"1661 Portage Avenue, Winnipeg, MB R3J 3T7, Canada",R3J,R3G
1345029,49.8804875,-97.2034002,"1661 Portage Avenue 10Th Floor, Winnipeg, MB R3J 3T7, Canada",R3J,R3G
1345376,49.8822538,-97.1360816,"200 River Avenue, Winnipeg, MB R3V 0B2, Canada",R3V,R3L
1345449,50.108344,-97.210373,"7059 75 Road North, Rockwood, MB R0H 1E0, Canada",R0H,R0C
1345769,49.9032033,-97.1568253,"Sherbrook Street, Sherbrook, MB R3A 1M4, Canada",R3A,R3E
1345800,49.9048127,-97.1618157,"780 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1345811,49.8624731,-97.1601792,"981 Lorette Avenue, Winnipeg, MB R2V 4Y2, Canada",R2V,R3M
1345854,49.8804875,-97.2034002,"1661 Portage Avenue 6Th Floor, Winnipeg, MB R3J 3T7, Canada",R3J,R3G
1346133,49.8334101,-97.1153015,"11 Saint Michael Road #501, Winnipeg, MB R3E 0W8, Canada",R3E,R2M
1346137,49.7793783,-97.1590152,"3097 Pembina Highway #622, Winnipeg, MB R3E 0W8, Canada",R3E,R3T
1346221,49.8549479,-97.2665507,"622 Haney Street, Winnipeg, MB R2R 0Y8, Canada",R2R,R3R
1346599,49.9165936,-97.2189615,"3001 Notre Dame Avenue, Winnipeg, MB R3H 1B8, Canada",R3H,R2R
1346769,49.8201591,-97.2060406,"2245 McGillivray Boulevard, Winnipeg, MB R3Y 1S6, Canada",R3Y,R3P
1346798,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1346814,49.8822538,-97.1360816,"200 River Avenue, Winnipeg, MB R3V 0B2, Canada",R3V,R3L
1347058,53.183982,-99.2675215,"30 Speers Rd Unit 129, Grand Rapids, Teacherage R2J 1L9, Canada",R2J,R0C
1347444,49.8630059,-97.2010349,"538 Centennial Street, Winnipeg, MB R3N 1P9, Canada",R3N ,R3N
1347559,49.8954221,-97.1385145,"230 Bridge Street, Winnipeg, MB R0L 2G0, Canada",R0L,R3B
1347691,50.108344,-97.210373,"7059 75 Road North, Rockwood, MB R0H 1E0, Canada",R0H,R0C
1347749,49.8490553,-99.9625636,"20 18th Street, Brandon, MB R7A 5A3, Canada",R7A,R7B
1347927,49.8746729,-97.2578298,"2510 Portage Avenue #622, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1348065,53.183982,-99.2675215,"Fish Hatchery, Grand Rapids, MB R5R 0C1, Canada",R5R,R0C
1348288,49.8797074,-97.1030622,"505 Tremblay Street, Winnipeg, MB R2J 0N5, Canada",R2J,R2H
1348458,49.9323455,-97.18885,"1605 Magnus Avenue Units 4  5, Winnipeg, MB R2W 1E7, Canada",R2W,R2X
1348508,49.8993484,-97.1370698,"555 Main Street, Winnipeg, MB R2B 1C3, Canada",R2B,R3B
1348676,49.867014,-97.1750122,"391 Cambridge Street, Winnipeg, MB R2M 3E8, Canada",R2M,R3M
1348740,49.8128453,-97.1603484,"30A West Lake Crescent #1301, Winnipeg, MB R3E 0W8, Canada",R3E,R3T
1348796,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1349189,49.8847646,-97.2804081,"700 Setter Street #1102, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1349196,49.8746729,-97.2578298,"2510 Portage Avenue #212, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1349197,49.8746729,-97.2578298,"2510 Portage Avenue #212, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1349246,50.2558206,-98.048896,"Road 85 North, Saint Ambroise, MB R3E 2K7, Canada",R3E,R0H
1349616,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1349671,49.9010692,-97.0651665,"66 Stapon Road, Winnipeg, MB R3C 3M2, Canada",R3C,R3W
